Query	Document
when does the champions league quarter finals start	"The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, the 61st season of Europe's premier club football tournament organised by UEFA, and the 24th season since it was renamed from the European Champion Clubs' Cup to the UEFA Champions League. It was played at the San Siro stadium in Milan, Italy, on 28 May 2016, between Spanish teams Real Madrid and Atlético Madrid, in a repeat of the 2014 final. It was the second time in the tournament's history that both finalists were from the same city. Real Madrid won 5–3 on a penalty shoot-out after a 1–1 draw at the end of extra time, securing a record-extending 11th title in the competition.
"
when was catch me if you can made	"Catch Me If You Can is a 2002 American biographical crime film directed and produced by Steven Spielberg from a screenplay by Jeff Nathanson. The film stars Leonardo DiCaprio and Tom Hanks, with Christopher Walken, Martin Sheen, and Nathalie Baye in supporting roles.
"
when did dragon ball z air in australia	"""Dragon Ball Z"" originally aired on the British Comedy Network in Fall 1998.
"
where does the show the path take place	"The Crossing is an American science fiction thriller series that aired on ABC. The series debuted on April 2, 2018, and aired its final episode on June 9, 2018 On March 19, 2018, ABC released the pilot episode on their website. The series was filmed in British Columbia, Canada. On May 11, 2018, ABC cancelled the show after one season.
"
when did beryl markham fly across the atlantic	"When Markham decided to take on the Atlantic crossing, no female pilot had yet flown non-stop from Europe to New York, and no woman had made the westward flight solo, though several had died trying. Markham hoped to claim both records. On 4 September 1936, she took off from Abingdon, southern England. After a 20-hour flight, her Vega Gull, ""The Messenger"", suffered fuel starvation due to icing of the fuel tank vents, and she crash-landed at Baleine Cove on Cape Breton Island, Nova Scotia, Canada. She became the first person to make it from England to North America non-stop from east to west and was celebrated as an aviation pioneer.
"
when does kubo and the two strings release	"On January 4, 2018, a trailer was released announcing more episodes, which premiered on Amazon on January 19, 2018, as an extension of the second season.
"
consist of the sum of the fixed and variable costs for any given level of production	"In economics, total cost (TC) is the total economic cost of production and is made up of variable cost, which varies according to the quantity of a good produced and includes inputs such as labour and raw materials, plus fixed cost, which is independent of the quantity of a good produced and includes inputs that cannot be varied in the short term: fixed costs such as buildings and machinery, including sunk costs if any. Since cost is measured per unit of time, it is a flow variable.
"
where was it happened at the world fair filmed	"It Happened at the World's Fair is a 1963 American musical film starring Elvis Presley as a cropdusting pilot. It was filmed in Seattle, Washington, site of the ""Century 21 Exposition"", the 1962 World's Fair. The governor of Washington at the time, Albert Rosellini, suggested the setting to Metro-Goldwyn-Mayer executives. The film made $2.25 million at the box office. 
"
where does the song 10 green bottles come from	"""Ten Green Bottles"" is a children's repetitive song that is popular in the United Kingdom. In essence, the song is a single verse repeated, each time with one bottle fewer:
"
where does hydrogen peroxide come from in the body	"Hydrogen peroxide is formed in human and animals as a short-lived product in biochemical processes and is toxic to cells. The toxicity is due to oxidation of proteins, membrane lipids and DNA by the peroxide ions. The class of biological enzymes called SOD (superoxide dismutase) is developed in nearly all living cells as an important antioxidant agent. They promote the disproportionation of superoxide into oxygen and hydrogen peroxide, which is then rapidly decomposed by the enzyme catalase to oxygen and water.
"
